Date,Crop_Type,Soil_Type,Soil_pH,Temperature,Humidity,N,P,K,Crop_Yield,Soil_Quality
2014-01-19,Soybean,Peaty,5.5,26.38325813199420,73.61674186800580,49.5,45.0,38.5,19.093665664445400,22.166666666666700
2014-01-19,Cotton,Sandy,6.75,20.64824742486190,79.35175257513820,55.00000000000000,44.0,36.0,53.26400719820730,39.375
2014-01-19,Sugarcane,Loamy,6.5,15.990423803839300,80.0,91.0,72.0,60.0,10.409717527533700,74.33333333333330
2014-01-19,Tomato,Saline,8.0,12.265705293798000,80.0,65.0,49.5,45.0,0.0,13.291666666666700
2014-01-19,Potato,Loamy,6.5,21.94291134520140,78.05708865479860,77.0,60.0,45.0,58.08095163892840,60.666666666666700
2014-01-19,Sunflower,Loamy,6.5,8.796799611562150,80.0,70.0,66.0,55.00000000000000,0.0,63.666666666666700
2014-01-20,Wheat,Saline,8.0,15.548663195939000,80.0,71.5,55.0,40.5,34.09827439683500,13.916666666666700
2014-01-20,Corn,Clay,6.25,13.528166694908500,80.0,72.0,55.00000000000000,40.0,27.792420001301100,48.70833333333330
2014-01-20,Rice,Peaty,5.5,21.111016731039700,78.88898326896030,71.5,54.0,38.5,36.99937953155890,27.333333333333300
2014-01-20,Barley,Saline,8.0,11.879853531797300,80.0,65.0,55.0,45.0,11.953000255399800,13.75
2014-01-20,Soybean,Saline,8.0,17.502387597103200,80.0,58.5,55.0,49.50000000000000,41.30016498228500,13.583333333333300
2014-01-20,Cotton,Loamy,6.5,13.85391974223200,80.0,77.0,66.0,60.0,34.98051020721,67.66666666666670
2014-01-20,Sugarcane,Clay,6.25,16.63066511121060,80.0,78.0,60.0,48.0,15.738165170114900,54.25
2014-01-20,Tomato,Saline,8.0,14.075489317785100,80.0,65.0,49.5,45.0,0.0,13.291666666666700
2014-01-20,Potato,Clay,6.25,13.35334500840100,80.0,66.0,50.0,36.0,23.059836781538600,44.33333333333330
2014-01-20,Sunflower,Sandy,6.75,20.078434725317400,79.92156527468260,50.0,44.0,33.0,56.59038254030800,37.04166666666670
2014-01-21,Wheat,Peaty,5.5,15.832075743814400,80.0,60.50000000000000,45.0,31.5,31.896207948018100,22.833333333333300
2014-01-21,Corn,Sandy,6.75,16.668217657253000,80.0,60.0,44.0,30.0,30.626999059889200,39.08333333333330
2014-01-21,Rice,Sandy,6.75,25.776197692165400,74.22380230783460,65.0,48.0,33.0,59.36207063012980,42.58333333333330
2014-01-21,Barley,Loamy,6.5,12.909284829953600,80.0,70.0,60.0,50.0,25.601254843234400,60.0
2014-01-21,Soybean,Saline,8.0,12.301201598453200,80.0,58.5,55.0,49.50000000000000,13.385467724908300,13.583333333333300
2014-01-21,Cotton,Clay,6.25,10.10813611192480,80.0,66.0,55.00000000000000,48.0,0.9303540824870240,49.29166666666670
2014-01-21,Sugarcane,Clay,6.25,12.193165704521700,80.0,78.0,60.0,48.0,0.0,54.25
2014-01-21,Tomato,Loamy,6.5,11.768953190885000,80.0,70.0,54.0,50.0,0.0,58.0
2014-01-21,Potato,Sandy,6.75,28.80380967863090,71.19619032136910,55.00000000000000,40.0,27.0,6.367633389121700,35.58333333333330
2014-01-21,Sunflower,Clay,6.25,20.715329514449600,79.28467048555040,60.0,55.00000000000000,44.0,63.18327263518050,46.375
2014-01-22,Wheat,Loamy,6.5,13.874970483148100,80.0,77.0,60.0,45.0,36.074980746179700,60.666666666666700
2014-01-22,Corn,Loamy,6.5,17.16154365595390,80.0,84.0,66.0,50.0,75.5911337800403,66.66666666666670
2014-01-22,Rice,Saline,8.0,6.22606579712383,80.0,84.5,66.0,49.50000000000000,0.0,16.666666666666700
2014-01-22,Barley,Peaty,5.5,15.726133885646700,80.0,55.0,45.0,35.0,28.88413579459060,22.5
2014-01-22,Soybean,Saline,8.0,16.87292554725490,80.0,58.5,55.0,49.50000000000000,30.900031477213100,13.583333333333300
2014-01-22,Cotton,Sandy,6.75,13.245673465132300,80.0,55.00000000000000,44.0,36.0,19.347073314883800,39.375
2014-01-22,Sugarcane,Clay,6.25,11.015242821127200,80.0,78.0,60.0,48.0,0.0,54.25
2014-01-22,Tomato,Loamy,6.5,11.705507890119000,80.0,70.0,54.0,50.0,0.0,58.0
2014-01-22,Potato,Peaty,5.5,20.3228433901335,79.6771566098665,60.50000000000000,45.0,31.5,57.361837285578500,22.833333333333300
2014-01-22,Sunflower,Saline,8.0,18.09330979854970,80.0,65.0,60.50000000000000,49.50000000000000,51.84774807975920,14.583333333333300
2014-01-23,Wheat,Sandy,6.75,16.335251926742300,80.0,55.00000000000000,40.0,27.0,35.67265549012930,35.58333333333330
2014-01-23,Corn,Clay,6.25,15.610269672515000,80.0,72.0,55.00000000000000,40.0,45.09913260581970,48.70833333333330
2014-01-23,Rice,Saline,8.0,10.903678032226000,80.0,84.5,66.0,49.50000000000000,0.0,16.666666666666700
2014-01-23,Barley,Saline,8.0,10.18096244951390,80.0,65.0,55.0,45.0,1.0366542300051400,13.75
2014-01-23,Soybean,Loamy,6.5,19.691419029880000,80.0,63.0,60.0,55.00000000000000,87.08270595279520,59.333333333333300
2014-01-23,Cotton,Loamy,6.5,12.688623556474800,80.0,77.0,66.0,60.0,34.77198597327640,67.66666666666670
2014-01-23,Sugarcane,Loamy,6.5,9.787575628864310,80.0,91.0,72.0,60.0,0.0,74.33333333333330
2014-01-23,Tomato,Sandy,6.75,15.674923604098400,80.0,50.0,36.0,30.0,3.899257386565270,33.83333333333330
